Unnamed: 0,category,songid,popularity,danceability,energy,key,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,jazz
5733,Metal,5CPXR6lDTvngxtmMZxnWmC,60,0.527,0.966,9,-6.836,0.0536,0.000731,0.0775,0.596,0.239,102.199,4,False
5969,Metal,07TwX5DB1dq9tJ1L7z77qb,38,0.257,0.797,5,-6.398,0.0461,0.000709,0.0019100000000000002,0.495,0.237,95.006,3,False
5687,Metal,5MxRRlzYnc9DDgHDFJ6uxZ,26,0.368,0.992,6,-3.792,0.126,4e-06,0.0747,0.0374,0.321,99.34200000000001,4,False
5392,Metal,38SiM2txzavEMw5P8hONCY,7,0.265,0.691,7,-4.565,0.0344,0.024,0.00023700000000000001,0.22,0.374,141.381,4,False
5993,Metal,5SAEMjVQbmin3g7b0RG6me,62,0.504,0.856,7,-6.271,0.0423,0.0007480000000000001,0.359,0.114,0.589,95.402,4,False
5570,Metal,2S7dIlkIskYF2mv1R66O1m,66,0.518,0.858,0,-6.147,0.0672,0.00563,0.00349,0.0598,0.242,117.897,4,False
5461,Metal,4vV7hKi3prsHYFl7Pauip1,59,0.389,0.993,4,-2.272,0.151,0.00023799999999999998,0.0,0.21100000000000002,0.285,198.08599999999998,4,False
6098,Metal,14EORgkbXqIx5K4Haucmnb,69,0.552,0.988,1,-2.555,0.0787,0.00010800000000000001,0.309,0.846,0.603,139.941,4,False
5372,Metal,7hZN1aG0hwsANWwHR629Uf,18,0.304,0.9359999999999999,5,-3.9960000000000004,0.0747,0.00053,0.00058,0.152,0.557,87.696,4,False
6159,Metal,3dUeVPuUTdGHboxL2G2O96,43,0.217,0.961,10,-5.289,0.0732,8e-06,0.0825,0.321,0.336,107.604,4,False
5388,Metal,3kAQSSRszUR2WWsfprvrym,35,0.374,0.7979999999999999,0,-7.7189999999999985,0.0569,0.00446,0.000136,0.122,0.384,146.001,4,False
6031,Metal,2uL8wuxYF9V9VVfvGXe21h,33,0.259,0.888,4,-4.5089999999999995,0.0455,0.000325,0.00698,0.185,0.188,79.346,4,False
5743,Metal,2kzszXfuuwvWTUMY0nLb39,54,0.39,0.981,2,-4.144,0.132,6.4e-05,0.529,0.26,0.264,150.371,4,False
5327,Metal,1XZrMIHtCVJPqK29Mzm44G,66,0.537,0.847,6,-5.207999999999998,0.0383,0.00236,1e-06,0.0844,0.444,106.055,4,False
5590,Metal,2ZjTthIga0KHuFgNut1W9d,0,0.28,0.7140000000000001,11,-5.653,0.0314,0.039,3.3e-05,0.16399999999999998,0.5329999999999999,174.088,4,False
5890,Metal,6Cw3VE70ZMl67ysl48iVpM,32,0.541,0.74,7,-6.505,0.0302,0.000493,0.0546,0.12300000000000001,0.495,94.979,4,False
6167,Metal,0DhsBWaVj3Fk4gzUzngAmP,50,0.519,0.953,11,-4.974,0.0863,0.00156,1e-06,0.0844,0.147,126.97200000000001,4,False
5826,Metal,6hhFsAWsgaPyAOGkJKOm0s,35,0.361,0.95,8,-3.862,0.06,4e-06,0.00366,0.253,0.18,148.034,4,False
6160,Metal,1W2TiJrNnMp4mk7dertYiI,35,0.35700000000000004,0.9790000000000001,1,-3.281,0.175,3.1e-05,2e-06,0.188,0.12300000000000001,102.009,4,False
6087,Metal,51E3xyTuzOSZYbOduba6Oz,48,0.42200000000000004,0.884,2,-7.25,0.0869,0.00155,3e-06,0.10400000000000001,0.309,92.38600000000001,4,False
5639,Metal,37sHvmfucR93McUcq0UNhp,2,0.495,0.9590000000000001,2,-4.063,0.132,0.0005099999999999999,0.0,0.326,0.444,144.05100000000004,4,False
6128,Metal,6bLT2cXYDuDuaHcgQcXjep,39,0.456,0.97,1,-4.655,0.175,0.000393,0.0432,0.0914,0.0399,124.976,4,False
5635,Metal,2SiXAy7TuUkycRVbbWDEpo,74,0.532,0.767,7,-5.5089999999999995,0.0574,0.0028699999999999997,0.000513,0.39,0.764,127.361,4,False
